paper_unit,paper_id,study_id,source,org_level,genus,species,temp,temp_units,response_def,response_value,response_units ,gas,gas_unit,mass/area,time,error,error_type,sample_size,realm,exp_design,time_point,time_units,add_trt,add_value,ppfd,avg_ppfd,ppfd_units,metabolic_category,latitude,latitude_broad,cnidarian_type,avg_depth_m,depth_m
16,dorey2020,dorey2020,figure 2a,pop,Lophelia,pertusa,9,C,respiration rate,15.02347418,umol O2 h^-1 g AFDM^-1,o2,umol,g ADFW,hr,,,,M,lab,,,location,hola,0,0,umol m^-2  s^-1,r,68.54,,hermatypic coral,260,260
16,dorey2020,dorey2020,figure 2a,pop,Lophelia,pertusa,7,C,respiration rate,9.85915493,umol O2 h^-1 g AFDM^-1,o2,umol,g ADFW,hr,,,,M,lab,,,location,hola,0,0,umol m^-2  s^-1,r,68.54,,hermatypic coral,260,260
16,dorey2020,dorey2020,figure 2a,pop,Lophelia,pertusa,5,C,respiration rate,6.807511737,umol O2 h^-1 g AFDM^-1,o2,umol,g ADFW,hr,,,,M,lab,,,location,hola,0,0,umol m^-2  s^-1,r,68.54,,hermatypic coral,260,260
17,dorey2020,dorey2020,figure 2a,pop,Lophelia,pertusa,15,C,respiration rate,26.76056338,umol O2 h^-1 g AFDM^-1,o2,umol,g ADFW,hr,,,,M,lab,,,location,hola,0,0,umol m^-2  s^-1,r,68.54,,hermatypic coral,260,260
18,dorey2020,dorey2020,figure 2a,pop,Lophelia,pertusa,15,C,respiration rate,25.35211268,umol O2 h^-1 g AFDM^-1,o2,umol,g ADFW,hr,,,,M,lab,,,location,hola,0,0,umol m^-2  s^-1,r,68.54,,hermatypic coral,260,260
19,dorey2020,dorey2020,figure 2a,pop,Lophelia,pertusa,15,C,respiration rate,22.53521127,umol O2 h^-1 g AFDM^-1,o2,umol,g ADFW,hr,,,,M,lab,,,location,hola,0,0,umol m^-2  s^-1,r,68.54,,hermatypic coral,260,260
20,dorey2020,dorey2020,figure 2a,pop,Lophelia,pertusa,15,C,respiration rate,16.43192488,umol O2 h^-1 g AFDM^-1,o2,umol,g ADFW,hr,,,,M,lab,,,location,hola,0,0,umol m^-2  s^-1,r,68.54,,hermatypic coral,260,260
17,dorey2020,dorey2020,figure 2a,pop,Lophelia,pertusa,13,C,respiration rate,11.7370892,umol O2 h^-1 g AFDM^-1,o2,umol,g ADFW,hr,,,,M,lab,,,location,hola,0,0,umol m^-2  s^-1,r,68.54,,hermatypic coral,260,260
18,dorey2020,dorey2020,figure 2a,pop,Lophelia,pertusa,13,C,respiration rate,17.84037559,umol O2 h^-1 g AFDM^-1,o2,umol,g ADFW,hr,,,,M,lab,,,location,hola,0,0,umol m^-2  s^-1,r,68.54,,hermatypic coral,260,260
19,dorey2020,dorey2020,figure 2a,pop,Lophelia,pertusa,13,C,respiration rate,22.76995305,umol O2 h^-1 g AFDM^-1,o2,umol,g ADFW,hr,,,,M,lab,,,location,hola,0,0,umol m^-2  s^-1,r,68.54,,hermatypic coral,260,260
20,dorey2020,dorey2020,figure 2a,pop,Lophelia,pertusa,13,C,respiration rate,25.82159624,umol O2 h^-1 g AFDM^-1,o2,umol,g ADFW,hr,,,,M,lab,,,location,hola,0,0,umol m^-2  s^-1,r,68.54,,hermatypic coral,260,260
17,dorey2020,dorey2020,figure 2a,pop,Lophelia,pertusa,11,C,respiration rate,22.30046948,umol O2 h^-1 g AFDM^-1,o2,umol,g ADFW,hr,,,,M,lab,,,location,hola,0,0,umol m^-2  s^-1,r,68.54,,hermatypic coral,260,260
18,dorey2020,dorey2020,figure 2a,pop,Lophelia,pertusa,11,C,respiration rate,20.42253521,umol O2 h^-1 g AFDM^-1,o2,umol,g ADFW,hr,,,,M,lab,,,location,hola,0,0,umol m^-2  s^-1,r,68.54,,hermatypic coral,260,260
19,dorey2020,dorey2020,figure 2a,pop,Lophelia,pertusa,11,C,respiration rate,14.6713615,umol O2 h^-1 g AFDM^-1,o2,umol,g ADFW,hr,,,,M,lab,,,location,hola,0,0,umol m^-2  s^-1,r,68.54,,hermatypic coral,260,260
20,dorey2020,dorey2020,figure 2a,pop,Lophelia,pertusa,11,C,respiration rate,10.09389671,umol O2 h^-1 g AFDM^-1,o2,umol,g ADFW,hr,,,,M,lab,,,location,hola,0,0,umol m^-2  s^-1,r,68.54,,hermatypic coral,260,260
17,dorey2020,dorey2020,figure 2a,pop,Lophelia,pertusa,9,C,respiration rate,7.511737089,umol O2 h^-1 g AFDM^-1,o2,umol,g ADFW,hr,,,,M,lab,,,location,hola,0,0,umol m^-2  s^-1,r,68.54,,hermatypic coral,260,260
18,dorey2020,dorey2020,figure 2a,pop,Lophelia,pertusa,9,C,respiration rate,10.56338028,umol O2 h^-1 g AFDM^-1,o2,umol,g ADFW,hr,,,,M,lab,,,location,hola,0,0,umol m^-2  s^-1,r,68.54,,hermatypic coral,260,260
19,dorey2020,dorey2020,figure 2a,pop,Lophelia,pertusa,9,C,respiration rate,15.96244131,umol O2 h^-1 g AFDM^-1,o2,umol,g ADFW,hr,,,,M,lab,,,location,hola,0,0,umol m^-2  s^-1,r,68.54,,hermatypic coral,260,260
20,dorey2020,dorey2020,figure 2a,pop,Lophelia,pertusa,9,C,respiration rate,18.07511737,umol O2 h^-1 g AFDM^-1,o2,umol,g ADFW,hr,,,,M,lab,,,location,hola,0,0,umol m^-2  s^-1,r,68.54,,hermatypic coral,260,260
17,dorey2020,dorey2020,figure 2a,pop,Lophelia,pertusa,7,C,respiration rate,5.633802817,umol O2 h^-1 g AFDM^-1,o2,umol,g ADFW,hr,,,,M,lab,,,location,hola,0,0,umol m^-2  s^-1,r,68.54,,hermatypic coral,260,260
18,dorey2020,dorey2020,figure 2a,pop,Lophelia,pertusa,7,C,respiration rate,7.981220657,umol O2 h^-1 g AFDM^-1,o2,umol,g ADFW,hr,,,,M,lab,,,location,hola,0,0,umol m^-2  s^-1,r,68.54,,hermatypic coral,260,260
19,dorey2020,dorey2020,figure 2a,pop,Lophelia,pertusa,7,C,respiration rate,11.03286385,umol O2 h^-1 g AFDM^-1,o2,umol,g ADFW,hr,,,,M,lab,,,location,hola,0,0,umol m^-2  s^-1,r,68.54,,hermatypic coral,260,260
20,dorey2020,dorey2020,figure 2a,pop,Lophelia,pertusa,7,C,respiration rate,11.7370892,umol O2 h^-1 g AFDM^-1,o2,umol,g ADFW,hr,,,,M,lab,,,location,hola,0,0,umol m^-2  s^-1,r,68.54,,hermatypic coral,260,260
17,dorey2020,dorey2020,figure 2a,pop,Lophelia,pertusa,5,C,respiration rate,8.450704225,umol O2 h^-1 g AFDM^-1,o2,umol,g ADFW,hr,,,,M,lab,,,location,hola,0,0,umol m^-2  s^-1,r,68.54,,hermatypic coral,260,260
18,dorey2020,dorey2020,figure 2a,pop,Lophelia,pertusa,5,C,respiration rate,5.633802817,umol O2 h^-1 g AFDM^-1,o2,umol,g ADFW,hr,,,,M,lab,,,location,hola,0,0,umol m^-2  s^-1,r,68.54,,hermatypic coral,260,260
19,dorey2020,dorey2020,figure 2a,pop,Lophelia,pertusa,5,C,respiration rate,6.338028169,umol O2 h^-1 g AFDM^-1,o2,umol,g ADFW,hr,,,,M,lab,,,location,hola,0,0,umol m^-2  s^-1,r,68.54,,hermatypic coral,260,260
20,dorey2020,dorey2020,figure 2a,pop,Lophelia,pertusa,5,C,respiration rate,3.051643192,umol O2 h^-1 g AFDM^-1,o2,umol,g ADFW,hr,,,,M,lab,,,location,hola,0,0,umol m^-2  s^-1,r,68.54,,hermatypic coral,260,260
1,godefroid2023,godefroid2023,figure 2a,pop,Pachyseris,speciosa,23,C,dark respiration,0.085588235,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.006176471,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,r,-17.28,,hermatypic coral,25,25
1,godefroid2023,godefroid2023,figure 2a,pop,Pachyseris,speciosa,24,C,dark respiration,0.083823529,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.012352941,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,r,-17.28,,hermatypic coral,25,25
1,godefroid2023,godefroid2023,figure 2a,pop,Pachyseris,speciosa,25,C,dark respiration,0.110294118,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.007941176,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,r,-17.28,,hermatypic coral,25,25
1,godefroid2023,godefroid2023,figure 2a,pop,Pachyseris,speciosa,26,C,dark respiration,0.127941176,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.007058824,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,r,-17.28,,hermatypic coral,25,25
1,godefroid2023,godefroid2023,figure 2a,pop,Pachyseris,speciosa,27,C,dark respiration,0.131470588,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.007941176,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,r,-17.28,,hermatypic coral,25,25
1,godefroid2023,godefroid2023,figure 2a,pop,Pachyseris,speciosa,28,C,dark respiration,0.124411765,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.007058824,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,r,-17.28,,hermatypic coral,25,25
1,godefroid2023,godefroid2023,figure 2a,pop,Pachyseris,speciosa,29,C,dark respiration,0.132352941,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.009705882,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,r,-17.28,,hermatypic coral,25,25
1,godefroid2023,godefroid2023,figure 2a,pop,Pachyseris,speciosa,30,C,dark respiration,0.143823529,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.007058824,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,r,-17.28,,hermatypic coral,25,25
1,godefroid2023,godefroid2023,figure 2a,pop,Pachyseris,speciosa,31,C,dark respiration,0.154411765,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.006176471,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,r,-17.28,,hermatypic coral,25,25
1,godefroid2023,godefroid2023,figure 2a,pop,Pachyseris,speciosa,32,C,dark respiration,0.168529412,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.008823529,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,r,-17.28,,hermatypic coral,25,25
2,godefroid2023,godefroid2023,figure 2b,pop,Pachyseris,speciosa,23,C,dark respiration,0.02920354,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.004424779,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,r,-17.28,,hermatypic coral,85,85
2,godefroid2023,godefroid2023,figure 2b,pop,Pachyseris,speciosa,24,C,dark respiration,0.028318584,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.005309735,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,r,-17.28,,hermatypic coral,85,85
2,godefroid2023,godefroid2023,figure 2b,pop,Pachyseris,speciosa,25,C,dark respiration,0.037168142,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.004867257,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,r,-17.28,,hermatypic coral,85,85
2,godefroid2023,godefroid2023,figure 2b,pop,Pachyseris,speciosa,26,C,dark respiration,0.042477876,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.005309735,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,r,-17.28,,hermatypic coral,85,85
2,godefroid2023,godefroid2023,figure 2b,pop,Pachyseris,speciosa,27,C,dark respiration,0.042477876,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.004867257,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,r,-17.28,,hermatypic coral,85,85
2,godefroid2023,godefroid2023,figure 2b,pop,Pachyseris,speciosa,28,C,dark respiration,0.047787611,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.004867257,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,r,-17.28,,hermatypic coral,85,85
2,godefroid2023,godefroid2023,figure 2b,pop,Pachyseris,speciosa,29,C,dark respiration,0.056637168,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.006637168,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,r,-17.28,,hermatypic coral,85,85
2,godefroid2023,godefroid2023,figure 2b,pop,Pachyseris,speciosa,30,C,dark respiration,0.061946903,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.00619469,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,r,-17.28,,hermatypic coral,85,85
2,godefroid2023,godefroid2023,figure 2b,pop,Pachyseris,speciosa,31,C,dark respiration,0.067256637,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.007079646,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,r,-17.28,,hermatypic coral,85,85
2,godefroid2023,godefroid2023,figure 2b,pop,Pachyseris,speciosa,32,C,dark respiration,0.07699115,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.007964602,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,r,-17.28,,hermatypic coral,85,85
3,godefroid2023,godefroid2023,figure 2d,pop,Pachyseris,speciosa,23,C,net photosynthesis,0.255319149,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.016489362,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,npp,-17.28,,hermatypic coral,25,25
3,godefroid2023,godefroid2023,figure 2d,pop,Pachyseris,speciosa,24,C,net photosynthesis,0.234042553,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.014893617,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,npp,-17.28,,hermatypic coral,25,25
3,godefroid2023,godefroid2023,figure 2d,pop,Pachyseris,speciosa,25,C,net photosynthesis,0.219148936,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.022340426,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,npp,-17.28,,hermatypic coral,25,25
3,godefroid2023,godefroid2023,figure 2d,pop,Pachyseris,speciosa,26,C,net photosynthesis,0.20106383,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.020744681,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,npp,-17.28,,hermatypic coral,25,25
3,godefroid2023,godefroid2023,figure 2d,pop,Pachyseris,speciosa,27,C,net photosynthesis,0.174468085,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.015957447,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,npp,-17.28,,hermatypic coral,25,25
3,godefroid2023,godefroid2023,figure 2d,pop,Pachyseris,speciosa,28,C,net photosynthesis,0.172340426,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.024468085,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,npp,-17.28,,hermatypic coral,25,25
3,godefroid2023,godefroid2023,figure 2d,pop,Pachyseris,speciosa,29,C,net photosynthesis,0.169148936,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.025,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,npp,-17.28,,hermatypic coral,25,25
3,godefroid2023,godefroid2023,figure 2d,pop,Pachyseris,speciosa,30,C,net photosynthesis,0.159574468,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.021276596,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,npp,-17.28,,hermatypic coral,25,25
3,godefroid2023,godefroid2023,figure 2d,pop,Pachyseris,speciosa,31,C,net photosynthesis,0.163829787,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.018085106,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,npp,-17.28,,hermatypic coral,25,25
3,godefroid2023,godefroid2023,figure 2d,pop,Pachyseris,speciosa,32,C,net photosynthesis,0.122340426,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.028723404,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,npp,-17.28,,hermatypic coral,25,25
4,godefroid2023,godefroid2023,figure 2e,pop,Pachyseris,speciosa,23,C,net photosynthesis,-0.023487544,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.005871886,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,npp,-17.28,,hermatypic coral,85,85
4,godefroid2023,godefroid2023,figure 2e,pop,Pachyseris,speciosa,24,C,net photosynthesis,-0.026690391,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.00747331,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,npp,-17.28,,hermatypic coral,85,85
4,godefroid2023,godefroid2023,figure 2e,pop,Pachyseris,speciosa,25,C,net photosynthesis,-0.026690391,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.006405694,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,npp,-17.28,,hermatypic coral,85,85
4,godefroid2023,godefroid2023,figure 2e,pop,Pachyseris,speciosa,26,C,net photosynthesis,-0.035231317,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.00747331,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,npp,-17.28,,hermatypic coral,85,85
4,godefroid2023,godefroid2023,figure 2e,pop,Pachyseris,speciosa,27,C,net photosynthesis,-0.035231317,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.003736655,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,npp,-17.28,,hermatypic coral,85,85
4,godefroid2023,godefroid2023,figure 2e,pop,Pachyseris,speciosa,28,C,net photosynthesis,-0.029893238,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.004270463,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,npp,-17.28,,hermatypic coral,85,85
4,godefroid2023,godefroid2023,figure 2e,pop,Pachyseris,speciosa,29,C,net photosynthesis,-0.027758007,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.004270463,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,npp,-17.28,,hermatypic coral,85,85
4,godefroid2023,godefroid2023,figure 2e,pop,Pachyseris,speciosa,30,C,net photosynthesis,-0.034163701,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.005871886,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,npp,-17.28,,hermatypic coral,85,85
4,godefroid2023,godefroid2023,figure 2e,pop,Pachyseris,speciosa,31,C,net photosynthesis,-0.039501779,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.005338078,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,npp,-17.28,,hermatypic coral,85,85
4,godefroid2023,godefroid2023,figure 2e,pop,Pachyseris,speciosa,32,C,net photosynthesis,-0.04911032,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.005338078,SEM,5,M,lab,,,,,200-250,225,umol m^-2  s^-1,npp,-17.28,,hermatypic coral,85,85
1,castrillon-cifuentes2023,castrillon-cifuentes2023,figure 3,pop,Pocillopora,spp,24,C,respiration rate,0.502227433,mg O2 g^-1 min^-1,o2,mg,g ,min,0.230011723,SD,3,M,lab,,,,,0,0,umol m^-2  s^-1,r,2.58,,hermatypic coral,5,5
1,castrillon-cifuentes2023,castrillon-cifuentes2023,figure 3,pop,Pocillopora,spp,28,C,respiration rate,0.907385698,mg O2 g^-1 min^-1,o2,mg,g ,min,0.366119578,SD,3,M,lab,,,,,0,0,umol m^-2  s^-1,r,2.58,,hermatypic coral,5,5
1,castrillon-cifuentes2023,castrillon-cifuentes2023,figure 3,pop,Pocillopora,spp,32,C,respiration rate,1.152168816,mg O2 g^-1 min^-1,o2,mg,g ,min,0.485345838,SD,3,M,lab,,,,,0,0,umol m^-2  s^-1,r,2.58,,hermatypic coral,5,5
1,banc-prandi2022,banc-prandi2022,figure 4,pop,Stylophora ,pistillata,22,C,gross photosynthesis,0.21648279,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.042134831,95 CI,8,M,lab,,,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,,hermatypic coral,7.5,8-May
1,banc-prandi2022,banc-prandi2022,figure 4,pop,Stylophora ,pistillata,24,C,gross photosynthesis,0.247845595,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.040730337,95 CI,8,M,lab,,,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,,hermatypic coral,7.5,8-May
1,banc-prandi2022,banc-prandi2022,figure 4,pop,Stylophora ,pistillata,26,C,gross photosynthesis,0.276405765,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.050564975,95 CI,8,M,lab,,,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,,hermatypic coral,7.5,8-May
1,banc-prandi2022,banc-prandi2022,figure 4,pop,Stylophora ,pistillata,28,C,gross photosynthesis,0.324628858,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.058988764,95 CI,8,M,lab,,,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,,hermatypic coral,7.5,8-May
1,banc-prandi2022,banc-prandi2022,figure 4,pop,Stylophora ,pistillata,30,C,gross photosynthesis,0.353182673,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.106741573,95 CI,8,M,lab,,,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,,hermatypic coral,7.5,8-May
1,banc-prandi2022,banc-prandi2022,figure 4,pop,Stylophora ,pistillata,32,C,gross photosynthesis,0.286237226,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.064606742,95 CI,8,M,lab,,,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,,hermatypic coral,7.5,8-May
1,banc-prandi2022,banc-prandi2022,figure 4,pop,Stylophora ,pistillata,34,C,gross photosynthesis,0.191195536,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.056182953,95 CI,8,M,lab,,,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,,hermatypic coral,7.5,8-May
2,banc-prandi2022,banc-prandi2022,figure 4,pop,Stylophora ,pistillata,28,C,gross photosynthesis,0.296532615,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.064606742,95 CI,8,M,lab,,,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,,hermatypic coral,7.5,8-May
2,banc-prandi2022,banc-prandi2022,figure 4,pop,Stylophora ,pistillata,30,C,gross photosynthesis,0.381272561,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.119382022,95 CI,8,M,lab,,,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,,hermatypic coral,7.5,8-May
2,banc-prandi2022,banc-prandi2022,figure 4,pop,Stylophora ,pistillata,32,C,gross photosynthesis,0.305893792,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.077247191,95 CI,8,M,lab,,,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,,hermatypic coral,7.5,8-May
2,banc-prandi2022,banc-prandi2022,figure 4,pop,Stylophora ,pistillata,34,C,gross photosynthesis,0.241763689,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.087078652,95 CI,8,M,lab,,,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,,hermatypic coral,7.5,8-May
3,banc-prandi2022,banc-prandi2022,figure 4,pop,Seriatopora ,hystrix,22,C,gross photosynthesis,0.096045198,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.038135593,95 CI,8,M,lab,,,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,,hermatypic coral,7.5,8-May
3,banc-prandi2022,banc-prandi2022,figure 4,pop,Seriatopora ,hystrix,24,C,gross photosynthesis,0.166666667,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.064971751,95 CI,8,M,lab,,,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,,hermatypic coral,7.5,8-May
3,banc-prandi2022,banc-prandi2022,figure 4,pop,Seriatopora ,hystrix,26,C,gross photosynthesis,0.197740113,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.056497175,95 CI,8,M,lab,,,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,,hermatypic coral,7.5,8-May
3,banc-prandi2022,banc-prandi2022,figure 4,pop,Seriatopora ,hystrix,28,C,gross photosynthesis,0.203389831,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.062146893,95 CI,8,M,lab,,,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,,hermatypic coral,7.5,8-May
3,banc-prandi2022,banc-prandi2022,figure 4,pop,Seriatopora ,hystrix,30,C,gross photosynthesis,0.070621469,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.02259887,95 CI,8,M,lab,,,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,,hermatypic coral,7.5,8-May
3,banc-prandi2022,banc-prandi2022,figure 4,pop,Seriatopora ,hystrix,32,C,gross photosynthesis,0.203389831,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.073446328,95 CI,8,M,lab,,,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,,hermatypic coral,7.5,8-May
3,banc-prandi2022,banc-prandi2022,figure 4,pop,Seriatopora ,hystrix,34,C,gross photosynthesis,0.214689266,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.06920904,95 CI,8,M,lab,,,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,,hermatypic coral,7.5,8-May
4,banc-prandi2022,banc-prandi2022,figure 4,pop,Seriatopora ,hystrix,28,C,gross photosynthesis,0.347457627,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.141242938,95 CI,8,M,lab,,,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,,hermatypic coral,7.5,8-May
4,banc-prandi2022,banc-prandi2022,figure 4,pop,Seriatopora ,hystrix,30,C,gross photosynthesis,0.514124294,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.177966102,95 CI,8,M,lab,,,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,,hermatypic coral,7.5,8-May
4,banc-prandi2022,banc-prandi2022,figure 4,pop,Seriatopora ,hystrix,32,C,gross photosynthesis,0.310734463,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.107344633,95 CI,8,M,lab,,,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,,hermatypic coral,7.5,8-May
4,banc-prandi2022,banc-prandi2022,figure 4,pop,Seriatopora ,hystrix,34,C,gross photosynthesis,0.225988701,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.070621469,95 CI,8,M,lab,,,location,Gulf of Tadjoura,150,150,umol m^-2  s^-1,gpp,11.71444,,hermatypic coral,7.5,8-May
5,banc-prandi2022,banc-prandi2022,figure 4,pop,Porites ,lobata,22,C,gross photosynthesis,0.225352113,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.095774648,95 CI,8,M,lab,,,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,,hermatypic coral,7.5,8-May
5,banc-prandi2022,banc-prandi2022,figure 4,pop,Porites ,lobata,24,C,gross photosynthesis,0.287323944,umol O2 h^-1 cm^-2,o2,umol,cm^2,hr,0.112676056,95 CI,8,M,lab,,,location,Gulf of Aqaba,150,150,umol m^-2  s^-1,gpp,29.50232,,hermatypic coral,7.5,8-May
