paper_unit,paper_id,study_id,source,org_level,genus,species,temp,temp_units,response_def,response_value,response_units,gas_units,response_correction,time,error,error_type,sample_size,realm,exp_design,time_point,time_units,add_trt,add_value,ppfd,avg_ppfd,ppfd_units,elevation_metre,latitude,latitude_broad,elevation_broad,lichen_type,inv_T,mol,gram,min,npp_value,r_value,npp_error,r_error,n
14,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,mitis,20,C,net photosynthesis,2.35326087,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,spring,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,39.58559823,5.35E-05,1,60,2.35326087,-0.3825407,,,
14,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,mitis,22,C,net photosynthesis,2.35326087,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,spring,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,39.31735769,5.35E-05,1,60,2.35326087,-0.481092168,,,
14,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,mitis,25,C,net photosynthesis,2.327898551,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,spring,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,38.9217445,5.29E-05,1,60,2.327898551,-0.459992309,,,
14,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,mitis,30,C,net photosynthesis,2.150362319,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,spring,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,38.27978928,4.89E-05,1,60,2.150362319,-0.766414562,,,
14,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,mitis,35,C,net photosynthesis,1.414855072,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,spring,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,37.65866663,3.21E-05,1,60,1.414855072,-0.916728625,,,
15,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,uncialis,4,C,net photosynthesis,0.106564361,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,41.87089346,2.42E-06,1,60,0.106564361,-0.102964638,,,
15,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,uncialis,10,C,net photosynthesis,0.66342561,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,40.98364161,1.51E-05,1,60,0.66342561,-0.08645383,,,
15,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,uncialis,15,C,net photosynthesis,1.106404601,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,40.27249044,2.51E-05,1,60,1.106404601,-0.153054174,,,
15,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,uncialis,17,C,net photosynthesis,1.34678128,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,39.99489272,3.06E-05,1,60,1.34678128,-0.183695397,,,
15,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,uncialis,20,C,net photosynthesis,1.347651084,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,39.58559823,3.06E-05,1,60,1.347651084,-0.281570046,,,
15,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,uncialis,22,C,net photosynthesis,1.487130444,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,39.31735769,3.38E-05,1,60,1.487130444,-0.286381478,,,
15,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,uncialis,25,C,net photosynthesis,1.500612413,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,38.9217445,3.41E-05,1,60,1.500612413,-0.33773718,,,
15,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,uncialis,30,C,net photosynthesis,1.250046597,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,38.27978928,2.84E-05,1,60,1.250046597,-0.492006873,,,
15,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,uncialis,36,C,net photosynthesis,0.810298307,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,37.53685305,1.84E-05,1,60,0.810298307,-0.543109342,,,
16,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,rangiferina,3,C,net photosynthesis,0.308048354,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,42.02251719,7.00E-06,1,60,0.308048354,-0.123679117,,,
16,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,rangiferina,9,C,net photosynthesis,0.76419867,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,41.12889641,1.74E-05,1,60,0.76419867,-0.179542371,,,
16,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,rangiferina,15,C,net photosynthesis,1.459669474,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,40.27249044,3.32E-05,1,60,1.459669474,-0.19438184,,,
16,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,rangiferina,18,C,net photosynthesis,1.901965048,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,39.85752403,4.32E-05,1,60,1.901965048,-0.219882427,,,
16,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,rangiferina,20,C,net photosynthesis,2.331586328,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,39.58559823,5.30E-05,1,60,2.331586328,-0.317681107,,,
16,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,rangiferina,23,C,net photosynthesis,2.483677853,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,39.18459605,5.64E-05,1,60,2.483677853,-0.384560007,,,
16,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,rangiferina,25,C,net photosynthesis,2.547608481,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,38.9217445,5.79E-05,1,60,2.547608481,-0.500439541,,,
16,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,rangiferina,30,C,net photosynthesis,2.095061641,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,38.27978928,4.76E-05,1,60,2.095061641,-0.600517319,,,
16,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,rangiferina,35,C,net photosynthesis,1.264274113,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,37.65866663,2.87E-05,1,60,1.264274113,-0.785858732,,,
17,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,mitis,5,C,net photosynthesis,0.258345241,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,41.72035996,5.87E-06,1,60,0.258345241,-0.263008049,,,
17,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,mitis,10,C,net photosynthesis,0.764322928,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,40.98364161,1.74E-05,1,60,0.764322928,-0.174401736,,,
17,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,mitis,15,C,net photosynthesis,1.346284249,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,40.27249044,3.06E-05,1,60,1.346284249,-0.204688433,,,
17,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,mitis,17,C,net photosynthesis,1.624373164,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,39.99489272,3.69E-05,1,60,1.624373164,-0.266401375,,,
17,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,mitis,20,C,net photosynthesis,1.902710595,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,39.58559823,4.32E-05,1,60,1.902710595,-0.346119201,,,
17,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,mitis,23,C,net photosynthesis,2.117925073,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,39.18459605,4.81E-05,1,60,2.117925073,-0.361325857,,,
17,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,mitis,25,C,net photosynthesis,2.244792268,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,38.9217445,5.10E-05,1,60,2.244792268,-0.420392512,,,
17,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,mitis,31,C,net photosynthesis,2.13320878,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,38.15393103,4.85E-05,1,60,2.13320878,-0.616116487,,,
17,lechowiczadams1974,lechowiczadams1974,figure 5a,pop,cladonia,mitis,35,C,net photosynthesis,1.629840506,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,season,summer,1135,1135,umol * m^-2 * s^-1,NA,43.7972,temperate,neutral,green algae,37.65866663,3.70E-05,1,60,1.629840506,-0.765144253,,,
1,macfarlane1983,macfarlane1983,figure 1,pop,cladonia,rangiferina,5,C,gas exchange,1.84962406,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,april_0,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,41.72035996,4.20E-05,1,60,1.84962406,-0.219109866,,,
1,macfarlane1983,macfarlane1983,figure 1,pop,cladonia,rangiferina,15,C,gas exchange,2.209916684,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,april_0,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,40.27249044,5.02E-05,1,60,2.209916684,-0.296711277,,,
1,macfarlane1983,macfarlane1983,figure 1,pop,cladonia,rangiferina,25,C,gas exchange,3.028652713,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,april_0,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,38.9217445,6.88E-05,1,60,3.028652713,-0.873119618,,,
1,macfarlane1983,macfarlane1983,figure 1,pop,cladonia,rangiferina,35,C,gas exchange,0.787644788,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,april_0,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,37.65866663,1.79E-05,1,60,0.787644788,-1.002178649,,,
3,macfarlane1983,macfarlane1983,figure 1,pop,cladonia,rangiferina,5,C,gas exchange,1.049786629,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,april_15,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,41.72035996,2.39E-05,1,60,1.049786629,-0.624131134,,,
3,macfarlane1983,macfarlane1983,figure 1,pop,cladonia,rangiferina,15,C,gas exchange,3.009754115,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,april_15,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,40.27249044,6.84E-05,1,60,3.009754115,-0.549849569,,,
3,macfarlane1983,macfarlane1983,figure 1,pop,cladonia,rangiferina,25,C,gas exchange,3.079252185,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,april_15,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,38.9217445,7.00E-05,1,60,3.079252185,-0.925822181,,,
5,macfarlane1983,macfarlane1983,figure 1,pop,cladonia,rangiferina,5,C,gas exchange,2.048973786,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,may_15,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,41.72035996,4.66E-05,1,60,2.048973786,-0.471003216,,,
5,macfarlane1983,macfarlane1983,figure 1,pop,cladonia,rangiferina,25,C,gas exchange,4.578947368,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,may_15,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,38.9217445,1.04E-04,1,60,4.578947368,-1.07438531,,,
5,macfarlane1983,macfarlane1983,figure 1,pop,cladonia,rangiferina,35,C,gas exchange,2.888437309,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,may_15,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,37.65866663,6.56E-05,1,60,2.888437309,-1.60929557,,,
7,macfarlane1983,macfarlane1983,figure 1,pop,cladonia,rangiferina,25,C,gas exchange,5.778703516,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,july_20,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,38.9217445,1.31E-04,1,60,5.778703516,-0.974789916,,,
9,macfarlane1983,macfarlane1983,figure 1,pop,cladonia,rangiferina,15,C,gas exchange,4.66002845,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,august_15,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,40.27249044,1.06E-04,1,60,4.66002845,-0.702562506,,,
9,macfarlane1983,macfarlane1983,figure 1,pop,cladonia,rangiferina,25,C,gas exchange,3.580979476,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,august_15,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,38.9217445,8.14E-05,1,60,3.580979476,-1.127917834,,,
9,macfarlane1983,macfarlane1983,figure 1,pop,cladonia,rangiferina,35,C,gas exchange,2.063300142,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,august_15,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,37.65866663,4.69E-05,1,60,2.063300142,-1.254901961,,,
11,macfarlane1983,macfarlane1983,figure 2,pop,cladonia,rangiferina,5,C,gas exchange,1.379310345,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,april_0,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,41.72035996,3.13E-05,1,60,1.379310345,-0.433582972,,,
11,macfarlane1983,macfarlane1983,figure 2,pop,cladonia,rangiferina,15,C,gas exchange,1.75862069,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,april_0,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,40.27249044,4.00E-05,1,60,1.75862069,-1.159637367,,,
11,macfarlane1983,macfarlane1983,figure 2,pop,cladonia,rangiferina,25,C,gas exchange,3.24137931,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,april_0,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,38.9217445,7.37E-05,1,60,3.24137931,-0.69964525,,,
11,macfarlane1983,macfarlane1983,figure 2,pop,cladonia,rangiferina,35,C,gas exchange,2.896551724,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,april_0,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,37.65866663,6.58E-05,1,60,2.896551724,-1.419392984,,,
13,macfarlane1983,macfarlane1983,figure 2,pop,cladonia,rangiferina,5,C,gas exchange,2.413793103,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,april_15,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,41.72035996,5.48E-05,1,60,2.413793103,-0.503350414,,,
13,macfarlane1983,macfarlane1983,figure 2,pop,cladonia,rangiferina,15,C,gas exchange,1.896551724,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,april_15,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,40.27249044,4.31E-05,1,60,1.896551724,-0.401655499,,,
13,macfarlane1983,macfarlane1983,figure 2,pop,cladonia,rangiferina,25,C,gas exchange,2.689655172,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,april_15,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,38.9217445,6.11E-05,1,60,2.689655172,-0.630666141,,,
13,macfarlane1983,macfarlane1983,figure 2,pop,cladonia,rangiferina,35,C,gas exchange,1.448275862,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,april_15,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,37.65866663,3.29E-05,1,60,1.448275862,-1.177966102,,,
15,macfarlane1983,macfarlane1983,figure 2,pop,cladonia,rangiferina,5,C,gas exchange,3.034482759,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,may_15,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,41.72035996,6.89E-05,1,60,3.034482759,-0.434371305,,,
15,macfarlane1983,macfarlane1983,figure 2,pop,cladonia,rangiferina,15,C,gas exchange,4.068965517,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,may_15,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,40.27249044,9.25E-05,1,60,4.068965517,-0.26369728,,,
15,macfarlane1983,macfarlane1983,figure 2,pop,cladonia,rangiferina,25,C,gas exchange,7.172413793,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,may_15,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,38.9217445,1.63E-04,1,60,7.172413793,-0.837603469,,,
15,macfarlane1983,macfarlane1983,figure 2,pop,cladonia,rangiferina,35,C,gas exchange,2.896551724,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,may_15,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,37.65866663,6.58E-05,1,60,2.896551724,-1.005518329,,,
17,macfarlane1983,macfarlane1983,figure 2,pop,cladonia,rangiferina,15,C,gas exchange,8.275862069,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,july_20,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,40.27249044,1.88E-04,1,60,8.275862069,-0.470634608,,,
17,macfarlane1983,macfarlane1983,figure 2,pop,cladonia,rangiferina,25,C,gas exchange,5.448275862,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,july_20,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,38.9217445,1.24E-04,1,60,5.448275862,-0.698068585,,,
17,macfarlane1983,macfarlane1983,figure 2,pop,cladonia,rangiferina,35,C,gas exchange,5.862068966,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,july_20,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,37.65866663,1.33E-04,1,60,5.862068966,-1.901458415,,,
19,macfarlane1983,macfarlane1983,figure 2,pop,cladonia,rangiferina,5,C,gas exchange,2.827586207,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,august_15,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,41.72035996,6.42E-05,1,60,2.827586207,-0.43594797,,,
19,macfarlane1983,macfarlane1983,figure 2,pop,cladonia,rangiferina,15,C,gas exchange,5.034482759,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,august_15,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,40.27249044,1.14E-04,1,60,5.034482759,-0.677571935,,,
19,macfarlane1983,macfarlane1983,figure 2,pop,cladonia,rangiferina,25,C,gas exchange,6.689655172,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,august_15,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,38.9217445,1.52E-04,1,60,6.689655172,-0.62751281,,,
19,macfarlane1983,macfarlane1983,figure 2,pop,cladonia,rangiferina,35,C,gas exchange,3.793103448,mg CO2 * g^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,storage,august_15,600,600,uE m^-2 s^-1,NA,45.1166,temperate,neutral,green algae,37.65866663,8.62E-05,1,60,3.793103448,-1.55656287,,,
1,sanchokappen1989,sanchokappen1989,figure 1a,pop,umbilicaria,decussata,-5,C,CO2 exchange,0.074813308,mg CO2 * G (dry weight)^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,NA,NA,620,620,uE m^-2 s^-1,2220-2320,40.2997,temperate,high,green algae,43.27621899,1.70E-06,1,60,0.074813308,-0.04813289,,,
1,sanchokappen1989,sanchokappen1989,figure 1a,pop,umbilicaria,decussata,-3,C,CO2 exchange,0.195558266,mg CO2 * G (dry weight)^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,NA,NA,620,620,uE m^-2 s^-1,2220-2320,40.2997,temperate,high,green algae,42.9558324,4.44E-06,1,60,0.195558266,-0.00902624,,,
1,sanchokappen1989,sanchokappen1989,figure 1a,pop,umbilicaria,decussata,0,C,CO2 exchange,0.497651561,mg CO2 * G (dry weight)^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,NA,NA,620,620,uE m^-2 s^-1,2220-2320,40.2997,temperate,high,green algae,42.4840495,1.13E-05,1,60,0.497651561,-0.079796886,,,
1,sanchokappen1989,sanchokappen1989,figure 1a,pop,umbilicaria,decussata,6,C,CO2 exchange,0.766641588,mg CO2 * G (dry weight)^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,NA,NA,620,620,uE m^-2 s^-1,2220-2320,40.2997,temperate,high,green algae,41.57090497,1.74E-05,1,60,0.766641588,-0.159811201,,,
1,sanchokappen1989,sanchokappen1989,figure 1a,pop,umbilicaria,decussata,10,C,CO2 exchange,0.966200186,mg CO2 * G (dry weight)^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,NA,NA,620,620,uE m^-2 s^-1,2220-2320,40.2997,temperate,high,green algae,40.98364161,2.20E-05,1,60,0.966200186,-0.325981755,,,
1,sanchokappen1989,sanchokappen1989,figure 1a,pop,umbilicaria,decussata,15,C,CO2 exchange,0.914147779,mg CO2 * G (dry weight)^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,NA,NA,620,620,uE m^-2 s^-1,2220-2320,40.2997,temperate,high,green algae,40.27249044,2.08E-05,1,60,0.914147779,-0.396706221,,,
1,sanchokappen1989,sanchokappen1989,figure 1a,pop,umbilicaria,decussata,20,C,CO2 exchange,0.694323917,mg CO2 * G (dry weight)^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,NA,NA,620,620,uE m^-2 s^-1,2220-2320,40.2997,temperate,high,green algae,39.58559823,1.58E-05,1,60,0.694323917,-0.497686196,,,
1,sanchokappen1989,sanchokappen1989,figure 1a,pop,umbilicaria,decussata,24,C,CO2 exchange,0.479410514,mg CO2 * G (dry weight)^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,NA,NA,620,620,uE m^-2 s^-1,2220-2320,40.2997,temperate,high,green algae,39.05272799,1.09E-05,1,60,0.479410514,-0.754669458,,,
1,sanchokappen1989,sanchokappen1989,figure 1a,pop,umbilicaria,decussata,26,C,CO2 exchange,0.395340067,mg CO2 * G (dry weight)^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,NA,NA,620,620,uE m^-2 s^-1,2220-2320,40.2997,temperate,high,green algae,38.79163671,8.98E-06,1,60,0.395340067,-0.895240972,,,
3,sanchokappen1989,sanchokappen1989,figure 1b,pop,umbilicaria,subglabra,-5,C,CO2 exchange,0.104895105,mg CO2 * G (dry weight)^-1 * hr^-1,mg_co2,g,hr,NA,NA,NA,T,lab,NA,NA,NA,NA,620,620,uE m^-2 s^-1,2220-2320,40.2997,temperate,high,green algae,43.27621899,2.38E-06,1,60,0.104895105,-0.006993007,,,
